Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Percent of firms with female participation in ownership,Percent of firms with majority female ownership,Percent of firms with a female top manager,Proportion of permanent full-time workers that are female (%),Proportion of permanent full-time production workers that are female (%)*,Proportion of permanent full-time non-production workers that are female (%)*
Sudan,2014,Ownership Type,,Domestic,Average,8.0,2.2,3.5,13.5,9.0,11.8
Sudan,2014,Ownership Type,,10% or more foreign ownership,Average,24.4,11.0,0.0,28.1,n.a.,n.a.
Senegal,2007,,,,Average,26.3,...,...,10.1,7.6,25.6
Senegal,2007,Sector,Manufacturing,All,Average,19.3,...,...,10.1,7.6,25.6
Senegal,2007,Sector,Manufacturing,Food,Average,18.9,...,...,11.1,7.0,24.4
Senegal,2007,Sector,Manufacturing,Garments,Average,27.8,...,...,24.3,24.4,27.6
Senegal,2007,Sector,Manufacturing,Chemicals & Chemical Products,Average,18.2,...,...,15.1,10.1,40.0
Senegal,2007,Sector,Manufacturing,Fabricated Metal Products,Average,11.5,...,...,8.2,6.0,50.4
Senegal,2007,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,19.6,...,...,6.5,4.9,21.2
Senegal,2007,Sector,Services,All,Average,30.2,...,...,...,...,...
Senegal,2007,Sector,Services,Retail,Average,24.6,...,...,...,...,...
Senegal,2007,Sector,Services,Rest of Universe-Services,Average,41.0,...,...,...,...,...
Senegal,2007,Size,,Small (5-19),Average,25.5,...,...,8.9,6.4,23.5
Senegal,2007,Size,,Medium (20-99),Average,30.7,...,...,14.9,11.9,34.3
Senegal,2007,Size,,Large (100+),Average,26.7,...,...,8.1,6.0,17.5
Senegal,2007,Location,,Dakar,Average,26.5,...,...,10.2,7.8,24.8
Senegal,2007,Location,,Kaolack,Average,31.8,...,...,11.8,5.5,52.7
Senegal,2007,Location,,Saint-Louis,Average,22.6,...,...,10.3,6.7,34.5
Senegal,2007,Location,,ThièS,Average,22.5,...,...,6.9,7.2,4.6
Senegal,2007,Exporter Type,,Direct exports are 10% or more of sales,Average,20.1,...,...,13.0,10.7,20.3
Senegal,2007,Exporter Type,,Non-exporter,Average,26.9,...,...,9.7,7.1,26.8
Senegal,2007,Ownership Type,,Domestic,Average,26.1,...,...,10.3,7.7,27.3
Senegal,2007,Ownership Type,,10% or more foreign ownership,Average,29.6,...,...,6.4,5.6,9.0
Senegal,2014,,,,Average,22.9,11.8,14.1,20.7,9.3,25.3
Senegal,2014,Sector,Manufacturing,All,Average,15.9,8.5,8.5,12.5,9.3,25.3
Senegal,2014,Sector,Manufacturing,Food,Average,17.5,13.9,13.3,16.1,13.5,27.9
Senegal,2014,Sector,Manufacturing,Other Manufacturing,Average,14.3,3.0,3.7,8.5,4.7,21.7
Senegal,2014,Sector,Services,All,Average,25.1,12.8,15.8,23.0,...,...
Senegal,2014,Sector,Services,Retail,Average,30.8,24.4,24.9,23.0,...,...
Senegal,2014,Sector,Services,Other Services,Average,20.6,3.3,8.1,15.8,...,...
Senegal,2014,Sector,Services,Tourism,Average,24.2,12.4,15.5,41.2,...,...
Senegal,2014,Size,,Small (5-19),Average,24.3,16.3,18.6,22.3,12.5,24.0
Senegal,2014,Size,,Medium (20-99),Average,19.1,5.5,9.2,18.3,3.9,27.1
Senegal,2014,Size,,Large (100+),Average,23.1,0.5,0.5,15.7,2.6,26.9
Senegal,2014,Location,,Dakar,Average,24.8,12.4,14.6,21.2,10.8,27.3
Senegal,2014,Location,,Kaolack,Average,4.6,3.4,10.1,8.9,2.7,8.1
Senegal,2014,Location,,Saint-Louis,Average,7.9,6.3,6.3,18.3,4.7,20.1
Senegal,2014,Location,,ThièS,Average,16.4,11.9,13.6,22.1,3.9,17.4
Senegal,2014,Exporter Type,,Direct exports are 10% or more of sales,Average,10.0,0.5,0.9,21.3,8.1,29.1
Senegal,2014,Exporter Type,,Non-exporter,Average,24.4,12.9,15.4,20.4,9.4,24.9
Senegal,2014,Gender of Top Manager,,Top manager is female,Average,93.2,77.0,100.0,50.0,61.0,56.0
Senegal,2014,Gender of Top Manager,,Top manager is male,Average,12.0,1.6,0.0,15.6,4.0,21.8
Senegal,2014,Ownership Type,,Domestic,Average,22.2,12.9,15.3,19.5,9.7,24.7
Senegal,2014,Ownership Type,,10% or more foreign ownership,Average,28.8,4.6,6.5,27.3,5.9,29.2
Solomon Islands,2015,,,,Average,47.4,12.8,22.6,34.0,...,...
Solomon Islands,2015,Sector,Manufacturing,All,Average,51.0,10.8,15.9,n.a.,...,...
Solomon Islands,2015,Sector,Manufacturing,Manufacturing,Average,51.0,10.8,15.9,n.a.,...,...
Solomon Islands,2015,Sector,Services,All,Average,46.2,13.4,24.8,34.5,...,...
Solomon Islands,2015,Sector,Services,Services,Average,46.2,13.4,24.8,34.5,...,...
Solomon Islands,2015,Size,,Medium (20-99),Average,43.8,15.0,21.4,29.2,...,...
Solomon Islands,2015,Size,,Small (5-19),Average,51.4,12.3,26.4,40.4,...,...
Solomon Islands,2015,Size,,Large (100+),Average,48.2,5.2,14.8,25.3,...,...
Solomon Islands,2015,Location,,Honiara,Average,47.4,12.8,22.6,34.0,...,...
Solomon Islands,2015,Exporter Type,,Direct exports are 10% or more of sales,Average,27.1,5.5,11.1,n.a.,...,...
Solomon Islands,2015,Exporter Type,,Non-exporter,Average,48.6,11.9,23.2,35.3,...,...
Solomon Islands,2015,Gender of Top Manager,,Top manager is female,Average,77.8,37.6,100.0,41.5,...,...
Solomon Islands,2015,Gender of Top Manager,,Top manager is male,Average,38.3,5.6,0.0,31.4,...,...
Solomon Islands,2015,Ownership Type,,Domestic,Average,51.1,16.8,26.5,33.5,...,...
Solomon Islands,2015,Ownership Type,,10% or more foreign ownership,Average,42.9,8.0,18.1,34.7,...,...
Sierra Leone,2009,,,,Average,7.9,1.7,7.1,17.4,...,...
Sierra Leone,2009,Sector,Manufacturing,All,Average,27.6,7.4,25.9,22.9,...,...
Sierra Leone,2009,Sector,Manufacturing,Manufacturing,Average,27.6,7.4,25.9,22.9,...,...
Sierra Leone,2009,Sector,Services,All,Average,4.6,0.2,3.8,16.0,...,...
Sierra Leone,2009,Sector,Services,Services,Average,4.6,0.2,3.8,16.0,...,...
Sierra Leone,2009,Size,,Small (5-19),Average,6.4,1.7,5.5,16.5,...,...
Sierra Leone,2009,Size,,Medium (20-99),Average,14.5,0.0,11.4,26.0,...,...
Sierra Leone,2009,Size,,Large (100+),Average,0.0,8.5,9.6,10.1,...,...
Sierra Leone,2009,Location,,Free Town,Average,10.0,2.6,10.2,24.8,...,...
Sierra Leone,2009,Location,,Kenema,Average,n.a.,0.5,0.0,8.3,...,...
Sierra Leone,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,n.a.,n.a.,n.a.,n.a.,...,...
Sierra Leone,2009,Exporter Type,,Non-exporter,Average,7.9,1.7,7.1,17.4,...,...
Sierra Leone,2009,Gender of Top Manager,,Top manager is female,Average,n.a.,24.7,100.0,40.4,...,...
Sierra Leone,2009,Gender of Top Manager,,Top manager is male,Average,0.0,0.6,0.0,24.5,...,...
Sierra Leone,2009,Ownership Type,,Domestic,Average,5.3,1.8,7.6,17.0,...,...
Sierra Leone,2009,Ownership Type,,10% or more foreign ownership,Average,15.7,0.0,3.8,25.2,...,...
El Salvador,2006,,,,Average,39.6,...,...,39.0,35.1,43.8
El Salvador,2006,Sector,Manufacturing,All,Average,42.6,...,...,39.0,35.1,43.8
El Salvador,2006,Sector,Manufacturing,Food,Average,46.7,...,...,40.3,35.3,45.7
El Salvador,2006,Sector,Manufacturing,Garments,Average,49.4,...,...,67.3,71.8,55.7
El Salvador,2006,Sector,Manufacturing,Non-Metallic Mineral Products,Average,33.3,...,...,13.5,8.1,30.3
El Salvador,2006,Sector,Manufacturing,Fabricated Metal Products,Average,18.6,...,...,11.7,1.9,38.0
El Salvador,2006,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,42.5,...,...,40.3,37.2,41.3
El Salvador,2006,Sector,Services,All,Average,38.6,...,...,...,...,...
El Salvador,2006,Sector,Services,Retail,Average,54.4,...,...,...,...,...
El Salvador,2006,Sector,Services,Rest of Universe-Services,Average,34.3,...,...,...,...,...
El Salvador,2006,Size,,Small (5-19),Average,37.0,...,...,35.5,31.2,45.1
El Salvador,2006,Size,,Medium (20-99),Average,47.5,...,...,40.9,35.2,40.9
El Salvador,2006,Size,,Large (100+),Average,38.2,...,...,47.0,47.8,44.6
El Salvador,2006,Location,,Resto del pais,Average,43.8,...,...,38.5,33.5,47.2
El Salvador,2006,Location,,San Salvador,Average,35.4,...,...,39.2,36.0,42.0
El Salvador,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,39.9,...,...,46.6,44.4,44.9
El Salvador,2006,Exporter Type,,Non-exporter,Average,39.5,...,...,36.5,32.2,43.4
El Salvador,2006,Ownership Type,,Domestic,Average,41.3,...,...,38.0,33.8,44.5
El Salvador,2006,Ownership Type,,10% or more foreign ownership,Average,23.7,...,...,47.7,48.2,37.4
El Salvador,2010,,,,Average,40.2,...,21.4,35.6,30.9,41.8
El Salvador,2010,Sector,Manufacturing,All,Average,38.2,...,16.9,35.3,30.9,41.8
El Salvador,2010,Sector,Manufacturing,Manufacturing,Average,38.2,...,16.9,35.3,30.9,41.8
El Salvador,2010,Sector,Services,All,Average,40.9,...,22.9,35.7,...,...
El Salvador,2010,Sector,Services,Retail,Average,61.7,...,27.9,37.1,...,...
El Salvador,2010,Sector,Services,Other Services,Average,28.4,...,20.1,35.0,...,...
El Salvador,2010,Size,,Small (5-19),Average,37.9,...,22.5,33.9,21.0,42.8
El Salvador,2010,Size,,Medium (20-99),Average,49.0,...,21.2,34.3,33.8,42.3
El Salvador,2010,Size,,Large (100+),Average,31.1,...,17.2,45.8,40.3,39.9
El Salvador,2010,Location,,Rest of the country,Average,38.1,...,19.2,33.7,32.0,41.8
El Salvador,2010,Location,,San Salvador,Average,41.5,...,22.7,36.8,30.3,41.8
El Salvador,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,33.4,...,17.2,34.1,31.5,44.4
El Salvador,2010,Exporter Type,,Non-exporter,Average,41.5,...,22.2,35.9,30.5,39.8
El Salvador,2010,Gender of Top Manager,,Top manager is female,Average,49.5,...,100.0,48.7,43.3,56.5
El Salvador,2010,Gender of Top Manager,,Top manager is male,Average,37.9,...,0.0,32.0,29.5,40.1
El Salvador,2010,Ownership Type,,Domestic,Average,45.1,...,17.8,35.6,30.8,41.0
El Salvador,2010,Ownership Type,,10% or more foreign ownership,Average,15.7,...,36.7,35.6,33.2,46.2
El Salvador,2016,,,,Average,38.4,24.2,28.0,34.7,28.4,37.8
El Salvador,2016,Sector,Manufacturing,All,Average,46.2,22.5,19.8,31.4,28.4,37.8
El Salvador,2016,Sector,Manufacturing,Food,Average,47.5,27.9,22.9,30.4,35.5,30.4
El Salvador,2016,Sector,Manufacturing,Textiles & Garments,Average,46.4,13.3,16.0,46.8,52.1,36.8
El Salvador,2016,Sector,Manufacturing,Furniture,Average,26.4,10.8,5.7,9.6,6.5,28.4
El Salvador,2016,Sector,Manufacturing,Other Manufacturing,Average,47.2,23.5,20.5,28.7,18.5,42.5
El Salvador,2016,Sector,Services,All,Average,36.3,24.6,30.1,35.6,...,...
El Salvador,2016,Sector,Services,Retail,Average,45.3,33.1,35.6,39.3,...,...
El Salvador,2016,Sector,Services,Other Services,Average,28.6,17.6,25.4,32.4,...,...
El Salvador,2016,Size,,Small (5-19),Average,35.3,25.8,26.5,34.8,28.1,38.8
El Salvador,2016,Size,,Medium (20-99),Average,47.8,22.7,37.7,35.2,24.0,34.7
El Salvador,2016,Size,,Large (100+),Average,37.8,10.4,7.7,32.5,35.7,39.9
El Salvador,2016,Location,,East,Average,41.5,29.7,45.4,42.4,21.4,36.2
El Salvador,2016,Location,,Greater San Salvador,Average,19.9,12.9,31.7,29.1,25.9,37.3
El Salvador,2016,Location,,San Salvador,Average,39.8,23.3,23.1,33.5,25.7,38.7
El Salvador,2016,Location,,West,Average,41.2,34.4,39.0,40.1,49.7,33.1
El Salvador,2016,Exporter Type,,Direct exports are 10% or more of sales,Average,31.0,15.0,30.0,39.7,31.2,39.1
El Salvador,2016,Exporter Type,,Non-exporter,Average,39.1,25.0,27.8,34.3,27.8,37.5
El Salvador,2016,Gender of Top Manager,,Top manager is female,Average,69.9,61.4,100.0,52.2,39.2,58.4
El Salvador,2016,Gender of Top Manager,,Top manager is male,Average,26.3,9.6,0.0,28.0,25.9,33.6
El Salvador,2016,Ownership Type,,Domestic,Average,41.2,27.4,27.5,33.4,27.3,37.5
El Salvador,2016,Ownership Type,,10% or more foreign ownership,Average,18.1,0.9,32.3,45.1,47.3,42.2
Serbia,2009,,,,Average,28.8,...,15.9,33.9,31.8,48.9
Serbia,2009,Sector,Manufacturing,All,Average,32.6,...,19.0,37.6,31.8,48.9
Serbia,2009,Sector,Manufacturing,Manufacturing,Average,32.6,...,19.0,37.6,31.8,48.9
Serbia,2009,Sector,Services,All,Average,26.5,...,14.0,31.7,...,...
Serbia,2009,Sector,Services,Retail,Average,31.4,...,23.6,45.0,...,...
Serbia,2009,Sector,Services,Other Services,Average,25.6,...,12.1,29.2,...,...
Serbia,2009,Size,,Small (5-19),Average,22.7,...,15.3,34.0,34.9,48.5
Serbia,2009,Size,,Medium (20-99),Average,39.7,...,20.6,35.1,31.8,51.9
Serbia,2009,Size,,Large (100+),Average,33.4,...,7.8,30.5,24.0,43.4
Serbia,2009,Location,,Belgrade,Average,33.8,...,18.1,35.2,34.1,49.9
Serbia,2009,Location,,Central,Average,22.5,...,14.3,36.8,33.3,58.2
Serbia,2009,Location,,East,Average,17.1,...,0.0,20.2,n.a.,n.a.
Serbia,2009,Location,,South,Average,24.2,...,13.5,30.9,30.9,39.7
Serbia,2009,Location,,Vojvodina,Average,35.2,...,17.0,34.2,38.6,51.2
Serbia,2009,Location,,West,Average,22.9,...,19.7,30.0,41.3,70.5
Serbia,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,28.1,...,16.3,30.2,24.1,44.3
Serbia,2009,Exporter Type,,Non-exporter,Average,29.1,...,15.7,35.6,37.1,51.9
Serbia,2009,Gender of Top Manager,,Top manager is female,Average,72.4,...,100.0,46.0,41.6,63.7
Serbia,2009,Gender of Top Manager,,Top manager is male,Average,19.7,...,0.0,31.6,29.5,45.4
Serbia,2009,Ownership Type,,Domestic,Average,28.1,...,16.4,33.7,32.3,49.3
Serbia,2009,Ownership Type,,10% or more foreign ownership,Average,37.3,...,8.4,35.7,27.1,45.2
Serbia,2013,,,,Average,29.8,13.7,14.3,35.7,25.9,45.6
Serbia,2013,Sector,Manufacturing,All,Average,42.5,23.7,21.5,34.4,25.9,45.6
Serbia,2013,Sector,Manufacturing,Manufacturing,Average,42.5,23.7,21.5,34.4,25.9,45.6
Serbia,2013,Sector,Services,All,Average,23.5,8.9,10.7,36.4,...,...
Serbia,2013,Sector,Services,Retail,Average,31.3,21.4,26.1,62.5,...,...
Serbia,2013,Sector,Services,Other Services,Average,22.1,6.7,7.9,31.9,...,...
Serbia,2013,Size,,Small (5-19),Average,29.2,15.0,13.6,36.2,21.6,43.0
Serbia,2013,Size,,Medium (20-99),Average,27.6,8.9,13.3,34.1,33.6,46.4
Serbia,2013,Size,,Large (100+),Average,52.2,17.6,31.5,35.9,35.6,64.2
Serbia,2013,Location,,Belgrade,Average,28.9,8.1,9.3,36.7,17.3,45.2
Serbia,2013,Location,,Southern And Eastern Serbia,Average,27.9,20.9,17.6,40.4,26.8,44.6
Serbia,2013,Location,,ŠUmadija And Western Serbia,Average,21.1,9.7,15.2,35.0,43.9,45.5
Serbia,2013,Location,,Vojvodina,Average,36.3,16.7,17.5,31.0,23.8,46.9
Serbia,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,39.4,17.0,16.0,32.8,25.8,49.9
Serbia,2013,Exporter Type,,Non-exporter,Average,25.6,12.3,13.5,37.1,26.1,41.6
Serbia,2013,Gender of Top Manager,,Top manager is female,Average,93.3,69.2,100.0,44.1,21.9,50.6
Serbia,2013,Gender of Top Manager,,Top manager is male,Average,19.5,5.4,0.0,34.4,27.1,44.1
Serbia,2013,Ownership Type,,Domestic,Average,29.8,14.3,14.0,35.5,23.7,49.0
Serbia,2013,Ownership Type,,10% or more foreign ownership,Average,29.1,3.0,18.5,38.6,40.4,24.1
South Sudan,2014,,,,Average,21.9,7.1,9.5,23.3,12.9,21.4
South Sudan,2014,Sector,Manufacturing,All,Average,25.1,8.6,9.0,15.1,12.9,21.4
South Sudan,2014,Sector,Manufacturing,Manufacturing,Average,25.1,8.6,9.0,15.1,12.9,21.4
South Sudan,2014,Sector,Services,All,Average,21.6,6.9,9.5,24.1,...,...
South Sudan,2014,Sector,Services,Retail,Average,19.4,7.8,10.0,18.7,...,...
South Sudan,2014,Sector,Services,Other Services,Average,23.1,6.3,9.1,28.1,...,...
South Sudan,2014,Size,,Small (5-19),Average,20.0,7.2,9.7,22.3,11.0,18.9
South Sudan,2014,Size,,Medium (20-99),Average,34.2,7.1,8.6,31.3,18.8,30.0
South Sudan,2014,Size,,Large (100+),Average,29.0,0.0,0.0,n.a.,...,n.a.
South Sudan,2014,Location,,Juba,Average,24.7,7.0,9.6,23.7,12.4,21.8
South Sudan,2014,Location,,Nimule,Average,6.8,0.0,6.0,25.6,n.a.,n.a.
South Sudan,2014,Location,,Torit,Average,18.0,6.7,6.7,24.4,n.a.,n.a.
South Sudan,2014,Location,,Yei,Average,19.3,11.5,11.4,20.2,21.7,29.5
South Sudan,2014,Exporter Type,,Direct exports are 10% or more of sales,Average,32.6,3.3,0.0,25.5,n.a.,n.a.
South Sudan,2014,Exporter Type,,Non-exporter,Average,21.2,7.0,9.8,23.1,12.9,21.0
South Sudan,2014,Gender of Top Manager,,Top manager is female,Average,61.2,37.2,100.0,41.8,37.6,43.4
South Sudan,2014,Gender of Top Manager,,Top manager is male,Average,17.7,3.9,0.0,21.4,10.3,19.1
South Sudan,2014,Ownership Type,,Domestic,Average,20.9,8.3,8.9,22.5,4.5,14.6
South Sudan,2014,Ownership Type,,10% or more foreign ownership,Average,22.8,5.1,10.4,24.5,18.9,26.2
Suriname,2010,,,,Average,18.3,...,15.0,34.1,...,...
Suriname,2010,Sector,Manufacturing,All,Average,14.2,...,7.0,27.5,...,...
Suriname,2010,Sector,Manufacturing,Manufacturing,Average,14.2,...,7.0,27.5,...,...
Suriname,2010,Sector,Services,All,Average,22.1,...,22.5,40.4,...,...
Suriname,2010,Sector,Services,Services,Average,22.1,...,22.5,40.4,...,...
Suriname,2010,Size,,Medium (20-99),Average,22.4,...,16.2,37.4,...,...
Suriname,2010,Size,,Small (5-19),Average,15.4,...,14.4,31.1,...,...
Suriname,2010,Size,,Large (100+),Average,11.4,...,11.4,34.7,...,...
Suriname,2010,Location,,Entire Country,Average,18.3,...,15.0,34.1,...,...
Suriname,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,35.4,...,27.3,42.7,...,...
Suriname,2010,Exporter Type,,Non-exporter,Average,16.0,...,13.4,32.9,...,...
Suriname,2010,Gender of Top Manager,,Top manager is female,Average,50.8,...,100.0,60.3,...,...
Suriname,2010,Gender of Top Manager,,Top manager is male,Average,12.5,...,0.0,29.6,...,...
Suriname,2010,Ownership Type,,Domestic,Average,16.4,...,13.8,33.1,...,...
Suriname,2010,Ownership Type,,10% or more foreign ownership,Average,47.2,...,34.1,49.5,...,...
Slovak Republic,2009,,,,Average,29.6,...,19.8,39.4,37.7,53.4
Slovak Republic,2009,Sector,Manufacturing,All,Average,30.9,...,14.8,41.0,37.7,53.4
Slovak Republic,2009,Sector,Manufacturing,Manufacturing,Average,30.9,...,14.8,41.0,37.7,53.4
Slovak Republic,2009,Sector,Services,All,Average,28.5,...,23.8,38.1,...,...
Slovak Republic,2009,Sector,Services,Retail,Average,43.8,...,19.7,46.4,...,...
Slovak Republic,2009,Sector,Services,Other Services,Average,26.1,...,24.5,36.7,...,...
Slovak Republic,2009,Size,,Medium (20-99),Average,26.5,...,30.7,39.0,42.0,42.3
Slovak Republic,2009,Size,,Small (5-19),Average,30.9,...,16.0,39.1,34.7,58.7
Slovak Republic,2009,Size,,Large (100+),Average,27.5,...,10.7,45.9,49.3,49.3
Slovak Republic,2009,Location,,Bratislava,Average,33.9,...,5.6,37.8,36.8,41.0
Slovak Republic,2009,Location,,Stredne Slovensko,Average,36.7,...,23.9,41.2,40.4,32.6
Slovak Republic,2009,Location,,Vychodne Slovensko,Average,22.2,...,32.8,45.1,40.0,75.5
Slovak Republic,2009,Location,,Zapadne Slovensko,Average,27.8,...,15.9,35.4,34.7,58.6
Slovak Republic,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,27.2,...,16.1,37.6,37.1,32.2
Slovak Republic,2009,Exporter Type,,Non-exporter,Average,29.7,...,21.0,39.4,38.0,64.6
Slovak Republic,2009,Gender of Top Manager,,Top manager is female,Average,63.2,...,100.0,52.1,51.5,70.1
Slovak Republic,2009,Gender of Top Manager,,Top manager is male,Average,21.3,...,0.0,36.0,35.0,49.9
Slovak Republic,2009,Ownership Type,,Domestic,Average,27.7,...,17.9,38.5,36.4,52.6
Slovak Republic,2009,Ownership Type,,10% or more foreign ownership,Average,53.2,...,36.8,49.5,48.6,58.7
Slovak Republic,2013,,,,Average,29.7,5.1,14.0,33.3,32.1,44.1
Slovak Republic,2013,Sector,Manufacturing,All,Average,27.6,8.7,11.7,38.9,32.1,44.1
Slovak Republic,2013,Sector,Manufacturing,Manufacturing,Average,27.6,8.7,11.7,38.9,32.1,44.1
Slovak Republic,2013,Sector,Services,All,Average,30.8,3.2,15.1,30.3,...,...
Slovak Republic,2013,Sector,Services,Retail,Average,36.2,14.4,28.3,48.8,...,...
Slovak Republic,2013,Sector,Services,Other Services,Average,29.3,0.0,11.6,25.7,...,...
Slovak Republic,2013,Size,,Small (5-19),Average,23.4,6.5,15.1,33.2,30.0,45.0
Slovak Republic,2013,Size,,Medium (20-99),Average,37.2,2.6,11.8,35.8,33.5,45.3
Slovak Republic,2013,Size,,Large (100+),Average,47.8,4.0,14.2,25.5,34.6,38.0
Slovak Republic,2013,Location,,Bratislavsky Kraj,Average,23.1,3.4,12.7,30.6,22.9,35.8
Slovak Republic,2013,Location,,Stredne Slovensko,Average,21.6,7.5,11.9,38.0,28.5,48.7
Slovak Republic,2013,Location,,Vychodne Slovensko,Average,45.6,6.9,17.7,30.5,38.0,50.6
Slovak Republic,2013,Location,,Zapadne Slovensko,Average,31.1,4.0,14.1,34.2,34.7,41.3
Slovak Republic,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,20.8,0.7,2.3,31.9,28.0,38.7
Slovak Republic,2013,Exporter Type,,Non-exporter,Average,33.1,6.7,17.8,33.8,35.3,48.4
Slovak Republic,2013,Gender of Top Manager,,Top manager is female,Average,79.7,34.7,100.0,51.0,56.8,51.4
Slovak Republic,2013,Gender of Top Manager,,Top manager is male,Average,22.3,0.7,0.0,30.6,28.9,43.1
Slovak Republic,2013,Ownership Type,,Domestic,Average,32.0,5.4,14.8,32.4,26.9,42.5
Slovak Republic,2013,Ownership Type,,10% or more foreign ownership,Average,18.0,3.8,11.2,39.9,57.3,52.3
Slovenia,2009,,,,Average,42.2,...,15.9,30.0,26.2,43.7
Slovenia,2009,Sector,Manufacturing,All,Average,48.4,...,16.3,31.1,26.2,43.7
Slovenia,2009,Sector,Manufacturing,Manufacturing,Average,48.4,...,16.3,31.1,26.2,43.7
Slovenia,2009,Sector,Services,All,Average,38.9,...,15.6,29.4,...,...
Slovenia,2009,Sector,Services,Retail,Average,46.7,...,21.4,51.9,...,...
Slovenia,2009,Sector,Services,Other Services,Average,38.1,...,15.1,27.1,...,...
Slovenia,2009,Size,,Small (5-19),Average,39.3,...,18.2,32.3,28.5,45.5
Slovenia,2009,Size,,Large (100+),Average,50.0,...,19.2,31.7,26.5,41.5
Slovenia,2009,Size,,Medium (20-99),Average,46.4,...,9.2,23.8,22.6,41.8
Slovenia,2009,Location,,Vzhodna Slovenija,Average,44.5,...,22.4,31.1,26.3,41.5
Slovenia,2009,Location,,Zahodna Slovenija,Average,40.5,...,11.1,29.1,26.0,46.4
Slovenia,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,46.0,...,14.5,28.9,19.1,41.8
Slovenia,2009,Exporter Type,,Non-exporter,Average,40.2,...,16.6,30.5,38.9,47.4
Slovenia,2009,Gender of Top Manager,,Top manager is female,Average,87.5,...,100.0,46.8,43.2,67.4
Slovenia,2009,Gender of Top Manager,,Top manager is male,Average,33.6,...,0.0,26.7,23.3,39.5
Slovenia,2009,Ownership Type,,Domestic,Average,42.2,...,15.0,29.0,26.6,43.7
Slovenia,2009,Ownership Type,,10% or more foreign ownership,Average,41.8,...,23.6,38.4,21.4,42.7
Slovenia,2013,,,,Average,34.5,13.3,18.8,33.6,13.4,38.0
Slovenia,2013,Sector,Manufacturing,All,Average,46.9,13.5,24.1,27.1,13.4,38.0
Slovenia,2013,Sector,Manufacturing,Manufacturing,Average,46.9,13.5,24.1,27.1,13.4,38.0
Slovenia,2013,Sector,Services,All,Average,30.2,13.3,16.9,35.8,...,...
Slovenia,2013,Sector,Services,Retail,Average,50.3,18.6,23.3,50.9,...,...
Slovenia,2013,Sector,Services,Other Services,Average,27.7,12.6,16.1,34.0,...,...
Slovenia,2013,Size,,Small (5-19),Average,33.3,13.1,17.9,35.4,11.4,39.3
Slovenia,2013,Size,,Medium (20-99),Average,38.5,15.2,23.4,24.9,16.4,35.6
Slovenia,2013,Size,,Large (100+),Average,53.6,0.0,11.1,50.9,29.3,43.3
Slovenia,2013,Location,,East Slovenia,Average,36.6,13.2,19.0,29.8,15.7,33.4
Slovenia,2013,Location,,West Slovenia,Average,32.7,13.4,18.6,36.8,10.8,42.3
Slovenia,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,39.4,15.8,24.4,28.5,16.7,35.1
Slovenia,2013,Exporter Type,,Non-exporter,Average,31.7,11.9,15.5,36.8,5.4,46.4
Slovenia,2013,Gender of Top Manager,,Top manager is female,Average,78.3,51.2,100.0,43.2,15.4,60.1
Slovenia,2013,Gender of Top Manager,,Top manager is male,Average,24.2,4.3,0.0,31.4,12.9,33.5
Slovenia,2013,Ownership Type,,Domestic,Average,35.2,12.3,19.3,33.0,15.2,40.1
Slovenia,2013,Ownership Type,,10% or more foreign ownership,Average,28.8,21.6,15.0,37.4,4.1,28.4
Sweden,2014,,,,Average,52.5,9.3,12.5,34.5,14.1,37.4
Sweden,2014,Sector,Manufacturing,All,Average,29.1,1.1,11.1,21.3,14.1,37.4
Sweden,2014,Sector,Manufacturing,Fabricated Metal Products,Average,24.6,0.9,6.9,18.1,7.6,37.0
Sweden,2014,Sector,Manufacturing,Machinery & Equipment,Average,23.6,0.6,18.5,14.2,5.3,32.7
Sweden,2014,Sector,Manufacturing,Other Manufacturing,Average,33.6,1.6,9.7,25.7,20.4,39.7
Sweden,2014,Sector,Services,All,Average,57.0,11.1,12.7,36.5,...,...
Sweden,2014,Sector,Services,Services of Motor Vehicles,Average,21.1,3.1,3.7,16.6,...,...
Sweden,2014,Sector,Services,Retail,Average,64.1,15.0,20.7,54.5,...,...
Sweden,2014,Sector,Services,Other Services,Average,55.4,8.9,6.4,22.3,...,...
Sweden,2014,Size,,Medium (20-99),Average,63.1,15.1,14.5,39.5,15.2,37.3
Sweden,2014,Size,,Small (5-19),Average,41.4,5.4,11.4,29.5,12.6,38.7
Sweden,2014,Size,,Large (100+),Average,65.0,0.1,7.2,36.0,16.8,31.0
Sweden,2014,Location,,"BoråS, GöTeborg, JöNköPing, TrollhäTtan",Average,53.9,4.0,8.5,32.3,11.5,41.3
