Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Senior management time spent dealing with the requirements of government regulation (%),Number of visits or required meetings with tax officials,Percent of firms visited or required to meet with tax officials,"If there were visits, average number of visits or required meetings with tax officials",Days to obtain an operating license,Days to obtain a construction-related permit,Days to obtain an import license,Percent of firms identifying tax rates as a major constraint,Percent of firms identifying tax administration as a major constraint,Percent of firms identifying business licensing and permits as a major constraint
Thailand,2016,Gender of Top Manager,,Top manager is female,Average,3.4,...,37.1,1.2,1.8,41.2,5.4,7.8,4.1,1.0
Thailand,2016,Gender of Top Manager,,Top manager is male,Average,7.5,...,55.5,1.3,3.1,n.a.,1.2,30.4,19.4,0.9
Thailand,2016,Ownership Type,,Domestic,Average,4.9,...,42.4,1.2,2.6,33.4,2.3,15.2,9.5,0.6
Thailand,2016,Ownership Type,,10% or more foreign ownership,Average,2.4,...,34.0,2.3,n.a.,n.a.,4.7,16.3,1.3,17.5
Tajikistan,2008,,,,Average,11.7,...,61.0,2.4,22.6,62.0,13.6,56.1,17.0,16.6
Tajikistan,2008,Sector,Manufacturing,All,Average,10.7,...,59.7,2.0,22.9,49.3,12.3,60.5,18.7,14.6
Tajikistan,2008,Sector,Manufacturing,Manufacturing,Average,10.7,...,59.7,2.0,22.9,49.3,12.3,60.5,18.7,14.6
Tajikistan,2008,Sector,Services,All,Average,12.2,...,61.7,2.7,22.5,67.8,14.1,53.8,16.1,17.6
Tajikistan,2008,Sector,Services,Retail,Average,9.8,...,60.6,2.8,20.4,31.4,14.5,51.2,19.2,19.4
Tajikistan,2008,Sector,Services,Other Services,Average,13.4,...,62.3,2.6,23.2,75.2,14.0,55.1,14.7,16.8
Tajikistan,2008,Size,,Small (5-19),Average,10.5,...,61.8,2.2,20.3,41.8,15.0,48.5,16.0,15.7
Tajikistan,2008,Size,,Medium (20-99),Average,13.8,...,59.8,2.7,26.9,51.7,11.1,60.2,19.2,19.1
Tajikistan,2008,Size,,Large (100+),Average,9.9,...,62.0,2.5,17.7,120.2,12.7,72.8,14.3,12.5
Tajikistan,2008,Location,,Dushanbe,Average,8.5,...,74.5,3.0,20.5,90.8,13.0,63.0,18.2,12.7
Tajikistan,2008,Location,,Khatlonskaya,Average,11.6,...,75.9,1.8,24.1,34.3,n.a.,56.5,9.2,19.5
Tajikistan,2008,Location,,Rrp,Average,16.6,...,60.1,2.4,14.2,19.2,15.8,30.9,6.8,7.7
Tajikistan,2008,Location,,Sogdiskaya,Average,11.1,...,43.8,1.7,34.8,51.5,11.4,69.8,26.3,28.3
Tajikistan,2008,Exporter Type,,Direct exports are 10% or more of sales,Average,10.2,...,45.1,1.9,19.5,...,n.a.,78.3,26.7,16.4
Tajikistan,2008,Exporter Type,,Non-exporter,Average,11.8,...,62.3,2.5,22.8,62.0,13.7,54.3,16.2,16.6
Tajikistan,2008,Gender of Top Manager,,Top manager is female,Average,6.9,...,67.4,2.8,28.6,n.a.,n.a.,67.2,31.8,28.1
Tajikistan,2008,Gender of Top Manager,,Top manager is male,Average,12.4,...,60.2,2.4,22.1,46.9,13.7,54.6,14.9,15.0
Tajikistan,2008,Ownership Type,,Domestic,Average,11.2,...,62.5,2.4,21.5,64.4,13.0,54.7,15.8,14.2
Tajikistan,2008,Ownership Type,,10% or more foreign ownership,Average,17.1,...,46.3,2.5,36.5,n.a.,n.a.,70.8,32.2,44.2
Tajikistan,2013,,,,Average,21.9,...,73.9,3.3,16.3,38.5,15.4,31.0,28.7,11.2
Tajikistan,2013,Sector,Manufacturing,All,Average,17.0,...,66.8,4.3,15.7,25.2,n.a.,25.7,21.9,6.1
Tajikistan,2013,Sector,Manufacturing,Manufacturing,Average,17.0,...,66.8,4.3,15.7,25.2,n.a.,25.7,21.9,6.1
Tajikistan,2013,Sector,Services,All,Average,24.3,...,77.0,2.9,16.4,42.0,16.3,33.5,31.9,13.5
Tajikistan,2013,Sector,Services,Retail,Average,24.9,...,74.0,3.1,13.4,27.6,14.3,43.9,41.4,13.9
Tajikistan,2013,Sector,Services,Other Services,Average,23.9,...,78.6,2.9,17.6,44.1,n.a.,28.0,26.8,13.2
Tajikistan,2013,Size,,Small (5-19),Average,19.8,...,68.7,3.4,15.8,40.9,18.4,34.0,31.3,10.9
Tajikistan,2013,Size,,Medium (20-99),Average,24.9,...,78.0,3.3,15.3,38.8,13.1,26.6,26.0,11.4
Tajikistan,2013,Size,,Large (100+),Average,21.6,...,87.4,3.2,25.3,29.4,14.0,34.2,25.7,12.9
Tajikistan,2013,Location,,Dushanbe,Average,24.6,...,73.0,5.5,15.9,30.0,15.9,10.0,11.5,6.6
Tajikistan,2013,Location,,Khatlon,Average,23.0,...,78.1,2.3,15.7,61.7,11.1,32.2,39.1,9.4
Tajikistan,2013,Location,,Rrp,Average,26.1,...,82.0,3.3,10.1,7.4,n.a.,46.5,39.0,20.2
Tajikistan,2013,Location,,Sughd,Average,16.4,...,64.5,3.0,21.4,41.5,23.7,38.2,22.7,13.0
Tajikistan,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,34.9,...,89.1,3.2,n.a.,n.a.,n.a.,38.3,29.2,7.3
Tajikistan,2013,Exporter Type,,Non-exporter,Average,21.6,...,72.2,3.3,16.0,38.1,14.2,31.9,26.7,11.9
Tajikistan,2013,Gender of Top Manager,,Top manager is female,Average,18.1,...,85.0,3.1,32.2,n.a.,n.a.,32.6,32.0,16.8
Tajikistan,2013,Gender of Top Manager,,Top manager is male,Average,22.4,...,72.7,3.3,14.8,37.1,13.5,30.8,28.3,10.6
Tajikistan,2013,Ownership Type,,Domestic,Average,21.9,...,74.5,3.3,16.0,38.9,15.7,32.1,29.4,11.6
Tajikistan,2013,Ownership Type,,10% or more foreign ownership,Average,24.1,...,69.3,3.5,20.5,n.a.,n.a.,24.0,19.3,9.0
Tonga,2009,,,,Average,6.6,...,21.9,1.3,3.2,13.2,13.3,16.6,8.0,0.1
Tonga,2009,Sector,Manufacturing,All,Average,8.4,...,30.9,1.2,2.0,6.3,6.0,12.9,0.9,0.9
Tonga,2009,Sector,Manufacturing,Manufacturing,Average,8.4,...,30.9,1.2,2.0,6.3,6.0,12.9,0.9,0.9
Tonga,2009,Sector,Services,All,Average,6.2,...,20.3,1.4,3.4,14.1,14.2,17.3,9.3,0.0
Tonga,2009,Sector,Services,Services,Average,6.2,...,20.3,1.4,3.4,14.1,14.2,17.3,9.3,0.0
Tonga,2009,Size,,Small (5-19),Average,6.4,...,21.0,1.4,3.3,13.8,14.9,17.8,8.7,0.1
Tonga,2009,Size,,Medium (20-99),Average,9.2,...,33.2,1.2,2.0,n.a.,5.3,1.9,0.0,0.0
Tonga,2009,Location,,Tongatapu,Average,6.6,...,21.9,1.3,3.2,13.2,13.3,16.6,8.0,0.1
Tonga,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,8.7,...,65.6,1.9,3.0,...,n.a.,12.9,4.3,4.3
Tonga,2009,Exporter Type,,Non-exporter,Average,6.5,...,20.4,1.3,3.2,13.2,13.5,16.8,8.2,0.0
Tonga,2009,Ownership Type,,Domestic,Average,6.4,...,14.2,1.1,3.3,13.7,10.4,18.7,9.1,0.0
Tonga,2009,Ownership Type,,10% or more foreign ownership,Average,7.9,...,70.6,1.6,2.6,11.0,39.9,2.2,1.1,1.0
Trinidad and Tobago,2010,,,,Average,7.9,...,42.3,1.4,28.7,381.8,12.8,12.3,7.5,8.0
Trinidad and Tobago,2010,Sector,Manufacturing,All,Average,5.7,...,50.6,1.4,21.9,n.a.,16.7,29.4,26.5,17.7
Trinidad and Tobago,2010,Sector,Manufacturing,Manufacturing,Average,5.7,...,50.6,1.4,21.9,n.a.,16.7,29.4,26.5,17.7
Trinidad and Tobago,2010,Sector,Services,All,Average,8.3,...,40.8,1.4,29.8,398.5,12.6,9.1,4.0,6.3
Trinidad and Tobago,2010,Sector,Services,Retail,Average,7.4,...,41.3,1.4,42.3,n.a.,18.5,6.7,2.5,5.8
Trinidad and Tobago,2010,Sector,Services,Other Services,Average,9.0,...,40.4,1.4,21.4,421.2,7.8,10.8,5.0,6.5
Trinidad and Tobago,2010,Size,,Small (5-19),Average,8.5,...,42.3,1.4,30.5,n.a.,13.6,12.1,7.1,7.6
Trinidad and Tobago,2010,Size,,Medium (20-99),Average,5.8,...,33.8,1.3,n.a.,n.a.,13.8,13.7,9.2,11.2
Trinidad and Tobago,2010,Size,,Large (100+),Average,8.3,...,68.1,1.3,13.2,87.0,9.7,9.4,6.3,3.8
Trinidad and Tobago,2010,Location,,Port Of Spain,Average,6.9,...,39.2,1.1,20.3,404.8,11.0,16.0,4.9,12.3
Trinidad and Tobago,2010,Location,,Rest of the country,Average,8.2,...,43.3,1.4,31.5,n.a.,13.3,11.1,8.2,6.7
Trinidad and Tobago,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,7.5,...,55.9,1.5,n.a.,n.a.,23.2,9.3,11.0,5.4
Trinidad and Tobago,2010,Exporter Type,,Non-exporter,Average,8.0,...,40.5,1.3,22.1,433.4,9.5,12.7,7.0,8.4
Trinidad and Tobago,2010,Gender of Top Manager,,Top manager is female,Average,6.4,...,27.0,1.4,n.a.,...,15.1,10.8,4.5,4.4
Trinidad and Tobago,2010,Gender of Top Manager,,Top manager is male,Average,8.3,...,46.4,1.4,29.6,381.8,12.5,12.6,8.2,9.0
Trinidad and Tobago,2010,Ownership Type,,Domestic,Average,8.3,...,43.4,1.3,28.7,381.8,12.8,13.0,8.0,8.5
Trinidad and Tobago,2010,Ownership Type,,10% or more foreign ownership,Average,4.2,...,32.4,1.6,n.a.,...,n.a.,5.3,2.4,3.6
Tunisia,2013,,,,Average,46.5,...,23.8,1.5,39.2,50.9,12.9,15.9,13.6,2.8
Tunisia,2013,Sector,Manufacturing,All,Average,44.7,...,20.8,1.3,24.4,66.3,13.0,13.1,14.0,2.8
Tunisia,2013,Sector,Manufacturing,Food,Average,70.8,...,12.3,1.1,n.a.,26.8,9.9,13.7,17.4,0.9
Tunisia,2013,Sector,Manufacturing,Garments,Average,44.4,...,17.2,1.5,n.a.,23.7,3.5,10.4,6.7,1.3
Tunisia,2013,Sector,Manufacturing,Other Manufacturing,Average,38.7,...,23.5,1.3,n.a.,76.1,15.2,13.5,14.7,3.6
Tunisia,2013,Sector,Services,All,Average,47.9,...,26.1,1.6,60.6,32.9,12.9,17.9,13.4,2.8
Tunisia,2013,Sector,Services,Retail,Average,31.3,...,26.1,1.3,n.a.,n.a.,14.2,7.5,6.9,0.0
Tunisia,2013,Sector,Services,Other Services,Average,49.5,...,26.1,1.6,60.6,30.3,12.7,19.1,14.1,3.1
Tunisia,2013,Size,,Medium (20-99),Average,49.6,...,31.3,1.5,75.3,61.4,14.4,14.8,11.7,5.5
Tunisia,2013,Size,,Small (5-19),Average,44.3,...,19.4,1.6,n.a.,54.3,14.6,17.6,16.2,1.6
Tunisia,2013,Size,,Large (100+),Average,47.9,...,24.4,1.2,14.9,26.7,4.3,10.8,6.6,0.8
Tunisia,2013,Location,,Interior,Average,58.9,...,11.8,1.0,n.a.,26.7,18.2,29.0,38.2,0.4
Tunisia,2013,Location,,Northeast,Average,48.6,...,33.7,1.3,n.a.,46.2,15.7,14.1,14.8,3.4
Tunisia,2013,Location,,Sfax,Average,26.8,...,22.1,1.2,n.a.,44.4,10.9,9.5,5.3,2.8
Tunisia,2013,Location,,South Coast/West,Average,55.9,...,29.9,1.9,23.4,96.5,10.4,14.6,12.3,2.4
Tunisia,2013,Location,,Tunis,Average,43.3,...,12.6,1.5,n.a.,39.5,13.0,19.3,12.4,3.2
Tunisia,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,42.8,...,24.8,1.2,50.5,53.9,7.9,17.2,12.8,1.2
Tunisia,2013,Exporter Type,,Non-exporter,Average,48.2,...,23.7,1.6,25.8,48.4,16.3,15.6,13.5,3.5
Tunisia,2013,Gender of Top Manager,,Top manager is female,Average,53.7,...,28.1,1.3,n.a.,n.a.,13.4,30.2,31.1,11.0
Tunisia,2013,Gender of Top Manager,,Top manager is male,Average,45.9,...,23.5,1.5,40.5,51.2,12.9,14.6,12.0,2.1
Tunisia,2013,Ownership Type,,Domestic,Average,45.6,...,24.1,1.4,18.6,53.5,13.6,14.5,13.3,3.2
Tunisia,2013,Ownership Type,,10% or more foreign ownership,Average,53.1,...,21.1,2.1,n.a.,18.6,9.4,26.7,16.0,0.0
Turkey,2008,,,,Average,27.1,...,54.1,2.4,36.0,41.9,21.2,52.5,21.7,24.0
Turkey,2008,Sector,Manufacturing,All,Average,28.4,...,52.3,2.3,56.4,46.9,18.4,48.8,20.4,22.7
Turkey,2008,Sector,Manufacturing,Food,Average,15.9,...,62.2,3.2,45.3,20.7,37.2,45.6,28.9,26.9
Turkey,2008,Sector,Manufacturing,Textiles,Average,25.0,...,46.5,1.5,61.0,26.8,20.4,39.6,13.7,22.1
Turkey,2008,Sector,Manufacturing,Garments,Average,35.4,...,50.2,2.8,101.2,41.7,n.a.,52.4,25.4,22.4
Turkey,2008,Sector,Manufacturing,Chemicals & Chemical Products,Average,37.9,...,49.7,2.4,149.2,21.5,19.5,58.8,10.6,33.2
Turkey,2008,Sector,Manufacturing,Non-Metallic Mineral Products,Average,24.3,...,37.2,1.8,56.0,51.6,60.0,65.3,41.0,39.9
Turkey,2008,Sector,Manufacturing,Other Manufacturing,Average,30.3,...,54.6,2.1,21.7,64.0,14.9,50.1,18.1,18.7
Turkey,2008,Sector,Services,All,Average,24.9,...,57.4,2.7,18.3,30.8,23.2,59.1,24.1,26.5
Turkey,2008,Sector,Services,Retail,Average,19.9,...,52.6,3.2,24.2,35.5,25.7,64.0,29.1,28.6
Turkey,2008,Sector,Services,Other Services,Average,32.2,...,63.5,2.1,12.3,25.1,20.6,52.8,17.5,23.6
Turkey,2008,Size,,Medium (20-99),Average,33.2,...,55.2,2.2,46.1,34.1,32.0,51.0,18.4,21.5
Turkey,2008,Size,,Small (5-19),Average,23.1,...,55.3,2.6,33.1,59.7,21.8,55.3,25.1,27.4
Turkey,2008,Size,,Large (100+),Average,33.5,...,45.0,2.3,33.6,29.1,8.0,41.1,12.1,13.1
Turkey,2008,Location,,Aegean,Average,36.1,...,38.5,2.6,16.0,35.8,13.8,61.5,14.5,25.1
Turkey,2008,Location,,Black Sea - Eastern,Average,19.7,...,59.8,1.5,32.1,36.6,n.a.,41.5,25.5,13.0
Turkey,2008,Location,,Central Anatolia,Average,25.8,...,47.4,2.5,22.4,28.0,10.7,45.1,14.3,16.7
Turkey,2008,Location,,Marmara,Average,28.6,...,57.8,2.7,38.7,56.3,24.2,55.9,24.4,27.4
Turkey,2008,Location,,South,Average,19.1,...,56.0,1.9,65.6,21.7,16.8,48.0,21.7,26.4
Turkey,2008,Exporter Type,,Direct exports are 10% or more of sales,Average,30.2,...,58.6,1.8,50.4,34.5,17.4,48.9,17.5,18.4
Turkey,2008,Exporter Type,,Non-exporter,Average,26.1,...,52.7,2.7,32.0,44.0,20.9,53.5,22.8,25.9
Turkey,2008,Gender of Top Manager,,Top manager is female,Average,18.2,...,55.5,1.9,32.8,54.9,7.7,46.5,18.7,17.1
Turkey,2008,Gender of Top Manager,,Top manager is male,Average,28.3,...,54.0,2.5,36.7,41.0,23.2,53.4,22.1,25.0
Turkey,2008,Ownership Type,,Domestic,Average,27.0,...,53.7,2.5,36.3,41.4,19.6,52.4,22.1,24.5
Turkey,2008,Ownership Type,,10% or more foreign ownership,Average,31.9,...,58.9,1.7,n.a.,n.a.,n.a.,66.0,14.0,16.7
Turkey,2013,,,,Average,19.0,...,54.9,1.4,39.7,36.1,8.1,24.2,11.8,6.8
Turkey,2013,Sector,Manufacturing,All,Average,20.9,...,49.2,1.4,31.5,73.1,10.2,22.0,9.9,2.1
Turkey,2013,Sector,Manufacturing,Food,Average,19.7,...,62.2,2.5,19.9,7.2,5.9,15.6,6.0,4.6
Turkey,2013,Sector,Manufacturing,Textiles,Average,25.0,...,49.0,1.2,20.0,54.1,10.6,28.0,9.3,2.3
Turkey,2013,Sector,Manufacturing,Garments,Average,18.0,...,84.3,1.2,11.9,n.a.,10.7,15.7,11.0,2.7
Turkey,2013,Sector,Manufacturing,Chemicals & Chemical Products,Average,28.2,...,42.6,1.2,30.3,21.3,13.6,52.3,5.2,1.0
Turkey,2013,Sector,Manufacturing,Non-Metallic Mineral Products,Average,34.2,...,29.7,1.5,48.4,10.6,8.8,56.4,49.6,2.3
Turkey,2013,Sector,Manufacturing,Fabricated Metal Products,Average,21.6,...,36.1,1.7,82.3,75.7,19.1,21.8,5.0,1.5
Turkey,2013,Sector,Manufacturing,Other Manufacturing,Average,18.8,...,42.8,1.4,17.1,124.8,8.9,17.0,6.5,1.6
Turkey,2013,Sector,Services,All,Average,17.8,...,58.3,1.4,41.7,29.3,6.1,25.5,13.0,9.7
Turkey,2013,Sector,Services,Retail,Average,16.9,...,59.3,1.6,31.9,42.6,8.2,17.2,8.0,6.1
Turkey,2013,Sector,Services,Other Services,Average,18.0,...,58.1,1.4,43.8,28.3,5.5,27.7,14.4,10.7
Turkey,2013,Size,,Small (5-19),Average,19.0,...,55.1,1.3,46.3,19.5,8.6,24.3,9.4,7.6
Turkey,2013,Size,,Medium (20-99),Average,18.2,...,49.3,1.4,26.7,43.5,9.2,24.4,15.0,2.6
Turkey,2013,Size,,Large (100+),Average,23.4,...,73.7,2.5,35.4,67.1,6.4,23.1,18.5,15.8
Turkey,2013,Location,,Aegean,Average,12.1,...,61.7,1.3,20.7,20.6,10.5,12.2,6.1,1.8
Turkey,2013,Location,,Black Sea,Average,13.3,...,34.1,1.7,17.5,21.9,9.8,6.6,1.2,0.8
Turkey,2013,Location,,Central Anatolia,Average,22.8,...,55.8,1.9,27.2,52.8,11.0,49.9,31.3,6.4
Turkey,2013,Location,,Eastern And Southeastern Anatolia,Average,41.4,...,86.3,2.1,61.5,9.8,4.6,79.1,26.6,75.5
Turkey,2013,Location,,Marmara,Average,18.4,...,50.6,1.2,36.7,42.4,8.1,11.2,6.1,0.7
Turkey,2013,Location,,Mediterranean,Average,19.5,...,59.9,1.2,35.5,10.2,6.7,53.9,20.0,10.2
Turkey,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,22.3,...,55.7,1.3,74.8,61.2,9.5,27.9,9.5,11.1
Turkey,2013,Exporter Type,,Non-exporter,Average,18.0,...,53.8,1.5,21.1,25.9,7.1,23.0,12.6,5.9
Turkey,2013,Gender of Top Manager,,Top manager is female,Average,19.0,...,47.9,1.2,18.3,n.a.,12.8,30.6,8.9,0.7
Turkey,2013,Gender of Top Manager,,Top manager is male,Average,19.0,...,55.3,1.4,40.5,36.1,7.6,23.9,12.0,7.1
Turkey,2013,Ownership Type,,Domestic,Average,17.9,...,54.5,1.4,40.9,29.1,7.9,23.5,12.4,5.8
Turkey,2013,Ownership Type,,10% or more foreign ownership,Average,36.4,...,62.8,1.2,23.9,190.0,13.2,39.6,0.3,24.5
Tanzania,2006,,,,Average,4.0,...,84.7,3.3,15.9,40.0,20.2,36.7,19.1,18.3
Tanzania,2006,Sector,Manufacturing,All,Average,4.1,...,85.4,3.4,14.9,44.8,18.7,42.6,24.8,19.0
Tanzania,2006,Sector,Manufacturing,Food,Average,4.2,...,88.1,3.7,11.4,58.7,19.5,36.6,22.4,21.6
Tanzania,2006,Sector,Manufacturing,Garments,Average,3.3,...,89.1,2.9,13.6,n.a.,n.a.,28.2,25.6,10.9
Tanzania,2006,Sector,Manufacturing,Other Manufacturing,Average,4.3,...,83.6,3.4,16.3,43.0,15.6,48.3,25.1,21.0
Tanzania,2006,Sector,Services,All,Average,4.0,...,84.4,3.2,16.2,39.2,20.9,34.6,17.0,18.0
Tanzania,2006,Sector,Services,Retail,Average,3.4,...,85.5,3.0,18.3,n.a.,n.a.,40.9,16.8,16.0
Tanzania,2006,Sector,Services,Other Services,Average,4.2,...,84.0,3.3,15.4,41.9,19.7,31.7,17.1,18.9
Tanzania,2006,Size,,Small (5-19),Average,3.6,...,81.1,3.2,14.7,54.1,15.2,33.4,17.1,18.9
Tanzania,2006,Size,,Medium (20-99),Average,4.1,...,92.6,3.3,17.1,22.4,16.0,45.9,26.8,16.6
Tanzania,2006,Size,,Large (100+),Average,7.8,...,97.1,3.6,20.5,30.5,26.3,41.2,14.8,17.0
Tanzania,2006,Location,,Arusha,Average,8.2,...,99.7,2.2,15.2,13.2,26.1,9.9,5.2,0.8
Tanzania,2006,Location,,Dar es Salaam,Average,3.8,...,86.0,3.2,18.1,55.0,15.7,42.3,19.0,16.5
Tanzania,2006,Location,,Mbeya,Average,2.3,...,98.8,3.0,3.5,n.a.,n.a.,0.0,0.0,7.0
Tanzania,2006,Location,,Pemba,Average,2.4,...,62.2,4.9,14.6,n.a.,n.a.,40.5,35.9,44.7
Tanzania,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,6.6,...,96.6,4.3,15.0,n.a.,n.a.,41.9,23.5,11.4
Tanzania,2006,Exporter Type,,Non-exporter,Average,3.9,...,84.4,3.2,15.9,39.6,20.7,36.5,19.0,18.5
Tanzania,2006,Ownership Type,,Domestic,Average,3.9,...,83.8,3.3,15.2,43.7,22.9,37.5,17.3,18.3
Tanzania,2006,Ownership Type,,10% or more foreign ownership,Average,4.6,...,92.1,2.6,20.5,30.2,15.3,30.2,33.3,18.3
Tanzania,2013,,,,Average,2.0,...,65.6,2.2,18.8,41.3,24.2,41.1,41.2,34.2
Tanzania,2013,Sector,Manufacturing,All,Average,3.2,...,63.4,2.4,19.8,17.9,10.2,51.2,49.2,40.3
Tanzania,2013,Sector,Manufacturing,Food,Average,2.6,...,52.2,2.6,n.a.,n.a.,5.5,39.4,49.5,36.4
Tanzania,2013,Sector,Manufacturing,Textiles & Garments,Average,1.5,...,58.4,2.3,31.5,n.a.,n.a.,42.5,32.7,37.7
Tanzania,2013,Sector,Manufacturing,Furniture,Average,1.4,...,60.4,2.1,17.7,n.a.,n.a.,64.0,60.2,44.5
Tanzania,2013,Sector,Manufacturing,Other Manufacturing,Average,6.6,...,74.6,2.6,15.1,10.1,12.0,51.7,49.8,40.4
Tanzania,2013,Sector,Services,All,Average,1.5,...,66.6,2.1,18.7,46.9,34.6,36.8,37.7,31.6
Tanzania,2013,Sector,Services,Retail,Average,2.4,...,70.8,2.3,11.8,n.a.,n.a.,31.6,35.9,24.7
Tanzania,2013,Sector,Services,Other Services,Average,1.0,...,64.7,2.1,22.5,57.1,40.0,39.0,38.6,34.7
Tanzania,2013,Size,,Small (5-19),Average,1.8,...,62.7,2.1,18.8,51.1,31.0,39.9,38.6,32.4
Tanzania,2013,Size,,Medium (20-99),Average,2.6,...,72.4,2.4,18.8,35.6,25.8,45.1,50.6,42.8
Tanzania,2013,Size,,Large (100+),Average,3.6,...,89.0,2.7,n.a.,28.6,6.5,43.2,40.7,19.9
Tanzania,2013,Location,,Arusha,Average,1.8,...,37.3,3.6,51.9,10.0,29.9,24.4,32.2,34.6
Tanzania,2013,Location,,Dar es Salaam,Average,1.9,...,78.1,2.2,15.8,34.4,20.7,43.3,43.1,34.0
Tanzania,2013,Location,,Mbeya,Average,3.3,...,43.5,1.3,...,n.a.,n.a.,26.7,16.9,9.1
Tanzania,2013,Location,,Mwanza,Average,3.5,...,38.3,2.2,21.9,n.a.,n.a.,21.5,21.0,25.2
Tanzania,2013,Location,,Zanzibar,Average,1.7,...,57.6,2.4,12.5,n.a.,46.7,71.1,73.9,61.8
Tanzania,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,1.9,...,86.4,2.7,n.a.,n.a.,27.5,58.7,51.1,43.2
Tanzania,2013,Exporter Type,,Non-exporter,Average,1.8,...,65.3,2.1,19.9,40.5,25.3,40.8,42.1,33.7
Tanzania,2013,Gender of Top Manager,,Top manager is female,Average,4.7,...,74.4,2.1,9.4,11.0,n.a.,30.4,28.2,35.0
Tanzania,2013,Gender of Top Manager,,Top manager is male,Average,1.5,...,64.2,2.2,19.6,63.0,22.4,43.0,43.4,34.1
Tanzania,2013,Ownership Type,,Domestic,Average,1.6,...,65.9,2.2,16.6,63.6,22.2,43.2,43.3,35.7
Tanzania,2013,Ownership Type,,10% or more foreign ownership,Average,3.4,...,71.9,2.7,n.a.,n.a.,38.8,22.0,9.5,7.4
Uganda,2006,,,,Average,5.2,...,84.9,2.8,9.3,41.1,16.1,62.6,23.6,14.6
Uganda,2006,Sector,Manufacturing,All,Average,3.9,...,86.5,3.0,11.5,19.0,14.4,56.0,18.2,9.3
Uganda,2006,Sector,Manufacturing,Food,Average,4.4,...,90.2,3.1,9.3,n.a.,18.0,61.6,23.4,8.5
Uganda,2006,Sector,Manufacturing,Garments,Average,n.a.,...,63.4,n.a.,n.a.,...,n.a.,36.6,18.3,18.3
Uganda,2006,Sector,Manufacturing,Other Manufacturing,Average,3.6,...,85.8,3.0,13.1,17.1,13.5,54.3,15.8,9.3
Uganda,2006,Sector,Services,All,Average,5.8,...,84.2,2.8,8.3,46.6,17.0,65.5,25.9,16.9
Uganda,2006,Sector,Services,Retail,Average,6.1,...,82.3,2.6,7.8,n.a.,17.0,74.0,34.1,17.1
Uganda,2006,Sector,Services,Other Services,Average,5.6,...,85.3,2.8,8.6,42.7,17.0,60.6,21.1,16.7
Uganda,2006,Size,,Small (5-19),Average,5.3,...,82.8,2.7,10.6,13.3,14.7,67.7,24.9,17.5
Uganda,2006,Size,,Medium (20-99),Average,5.2,...,87.6,3.0,6.5,46.8,14.7,56.4,20.7,9.8
Uganda,2006,Size,,Large (100+),Average,4.5,...,94.5,3.0,8.6,49.9,22.6,36.3,22.0,5.4
Uganda,2006,Location,,Jinja,Average,1.8,...,90.6,1.9,1.8,n.a.,n.a.,67.4,21.0,11.2
Uganda,2006,Location,,Kampala,Average,5.4,...,82.4,2.9,10.3,36.2,18.3,60.4,24.3,14.3
Uganda,2006,Location,,Lira,Average,6.5,...,98.0,2.5,8.0,n.a.,n.a.,98.0,19.1,16.7
Uganda,2006,Location,,Mbale,Average,10.4,...,90.8,2.4,3.9,n.a.,n.a.,47.9,2.5,0.0
Uganda,2006,Location,,Mbarara,Average,2.1,...,98.6,3.6,n.a.,...,n.a.,77.5,34.1,31.3
Uganda,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,6.4,...,91.4,2.4,9.7,n.a.,13.8,36.3,22.0,17.1
Uganda,2006,Exporter Type,,Non-exporter,Average,5.1,...,84.5,2.9,9.3,42.6,16.9,64.0,23.7,14.5
Uganda,2006,Ownership Type,,Domestic,Average,5.0,...,83.9,2.9,9.4,44.6,14.6,63.8,23.2,15.1
Uganda,2006,Ownership Type,,10% or more foreign ownership,Average,6.0,...,89.5,2.4,8.6,33.2,19.3,56.9,25.5,12.0
Uganda,2013,,,,Average,6.5,...,75.5,3.9,10.4,16.5,19.4,21.6,18.0,15.2
Uganda,2013,Sector,Manufacturing,All,Average,6.8,...,79.0,3.4,9.1,51.3,15.9,58.2,50.8,38.4
Uganda,2013,Sector,Manufacturing,Food,Average,5.1,...,83.1,3.2,11.3,69.6,13.2,52.7,32.8,18.1
Uganda,2013,Sector,Manufacturing,Textiles & Garments,Average,2.7,...,83.2,3.4,11.3,n.a.,n.a.,76.5,22.4,19.6
Uganda,2013,Sector,Manufacturing,Other Manufacturing,Average,8.5,...,76.2,3.5,8.1,39.5,22.9,58.8,63.9,51.3
Uganda,2013,Sector,Services,All,Average,6.4,...,74.4,4.1,10.7,12.5,20.0,9.3,6.9,7.3
Uganda,2013,Sector,Services,Retail,Average,6.8,...,67.1,4.3,9.8,11.8,16.4,12.3,7.9,8.3
Uganda,2013,Sector,Services,Other Services,Average,6.0,...,80.2,4.0,11.5,13.1,20.9,6.8,6.1,6.6
